candidate,county,precinct,Bennet,Bennet,Bennet,Biden,Biden,Biden,Bloomberg,Bloomberg,Bloomberg,Buttigieg,Buttigieg,Buttigieg,Delaney,Delaney,Delaney,Gabbard,Gabbard,Gabbard,Klobuchar,Klobuchar,Klobuchar,Patrick,Patrick,Patrick,Sanders,Sanders,Sanders,Steyer,Steyer,Steyer,Warren,Warren,Warren,Yang,Yang,Yang,Other,Other,Other,Uncommitted,Uncommitted,Uncommitted
subhead,,,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE
301,Clayton,READ,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
302,Clayton,MENDON,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,36.0,40.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,0.3333,0.0,0.0,0.0,15.0,19.0,0.3333,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
303,Clayton,BOARDMAN-HIGHLAND,0.0,0.0,0.0,28.0,28.0,0.3333,0.0,0.0,0.0,40.0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,24.0,28.0,0.3333,0.0,0.0,0.0,27.0,31.0,0.3333,3.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,Clayton,COX CREEK-SPERRY,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.1667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
305,Clayton,LODOMILLO,0.0,0.0,0.0,5.0,5.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.1667,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,Clayton,CASS,0.0,0.0,0.0,14.0,14.0,0.1667,0.0,0.0,0.0,22.0,22.0,0.3333,0.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,0.1667,0.0,0.0,0.0,13.0,13.0,0.1667,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
307,Clayton,GIARD-LUANA-MONONA,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,32.0,34.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.1667,0.0,0.0,0.0,11.0,11.0,0.1667,2.0,0.0,0.0,11.0,11.0,0.1667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
308,Clayton,ELK-MALLORY-VOLGA,0.0,0.0,0.0,7.0,8.0,0.1667,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.1667,0.0,0.0,0.0,7.0,9.0,0.1667,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
309,Clayton,Total,0.0,0.0,0.0,98.0,92.0,1.5001,0.0,0.0,0.0,199.0,211.0,3.5002,0.0,0.0,0.0,1.0,0.0,0.0,101.0,127.0,2.0001,0.0,0.0,0.0,98.0,110.0,1.6667,19.0,0.0,0.0,56.0,18.0,0.3334,3.0,0.0,0.0,1.0,0.0,0.0,7.0,11.0,0.0
310,Clinton,CLINTON 2-1,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,15.0,17.0,0.4429,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,0.2214,0.0,0.0,0.0,26.0,20.0,0.4429,5.0,0.0,0.0,15.0,20.0,0.4429,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
311,Clinton,EDEN CAMANCHE TWP,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.2214,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
312,Clinton,DEWITT 2,0.0,0.0,0.0,36.0,36.0,0.6643,0.0,0.0,0.0,41.0,46.0,0.6643,0.0,0.0,0.0,0.0,0.0,0.0,25.0,34.0,0.4429,0.0,0.0,0.0,25.0,30.0,0.4429,2.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
313,Clinton,LIBERTY TORONTO,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2214,0.0,0.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,Clinton,DEWITT 1,0.0,0.0,0.0,17.0,17.0,0.2214,0.0,0.0,0.0,29.0,34.0,0.6643,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,0.2214,0.0,0.0,0.0,17.0,17.0,0.4429,0.0,0.0,0.0,15.0,16.0,0.2214,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
315,Clinton,CLINTON 4-1,0.0,0.0,0.0,25.0,27.0,0.4429,0.0,0.0,0.0,27.0,27.0,0.4429,0.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,0.4429,0.0,0.0,0.0,29.0,31.0,0.4429,2.0,0.0,0.0,22.0,25.0,0.4429,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,Clinton,CAMANCHE 1,0.0,0.0,0.0,12.0,18.0,0.4429,0.0,0.0,0.0,16.0,19.0,0.4429,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.4429,0.0,0.0,0.0,12.0,15.0,0.4429,5.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
317,Clinton,CLINTON 3-1,0.0,0.0,0.0,35.0,37.0,0.4429,0.0,0.0,0.0,30.0,31.0,0.4429,0.0,0.0,0.0,1.0,0.0,0.0,25.0,38.0,0.6643,0.0,0.0,0.0,45.0,49.0,0.6643,6.0,0.0,0.0,16.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,Clinton,ELK RIVER HAMPSHIRE ANDOV,0.0,0.0,0.0,12.0,15.0,0.2214,4.0,4.0,0.0,22.0,22.0,0.2214,0.0,0.0,0.0,1.0,0.0,0.0,14.0,16.0,0.2214,0.0,0.0,0.0,7.0,10.0,0.2214,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,Clinton,DEWITT TWP,0.0,0.0,0.0,10.0,10.0,0.2214,0.0,0.0,0.0,11.0,11.0,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.2214,0.0,0.0,0.0,2.0,0.0,0.0,6.0,7.0,0.0,6.0,9.0,0.2214,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Clinton,CLINTON 1-1,0.0,0.0,0.0,12.0,16.0,0.4429,0.0,0.0,0.0,15.0,18.0,0.4429,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,21.0,0.4429,0.0,0.0,0.0,8.0,0.0,0.0,9.0,10.0,0.2214,0.0,0.0,0.0,0.0,1.0,0.0
321,Clinton,CLINTON 4-2,0.0,0.0,0.0,29.0,33.0,0.6643,0.0,0.0,0.0,21.0,30.0,0.6643,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,43.0,0.8857,2.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,Clinton,CENTER TWP,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.2214,2.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,Clinton,SPRING ROCK WHEATLAND,0.0,0.0,0.0,4.0,7.0,0.2214,0.0,0.0,0.0,7.0,8.0,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.2214,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Clinton,OLIVE GRANT CALAMUS,0.0,0.0,0.0,3.0,13.0,0.2214,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,8.0,11.0,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
325,Clinton,ORANGE GRAND MOUND,0.0,0.0,0.0,7.0,9.0,0.2214,0.0,0.0,0.0,6.0,10.0,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.2214,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Clinton,SHARON LOST NATION,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,Clinton,BLOOMFIELD BROOKFIELD DEL,0.0,0.0,0.0,7.0,7.0,0.2214,0.0,0.0,0.0,13.0,13.0,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,6.0,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
328,Clinton,WATERFORD CHARLOTTE,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,10.0,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
329,Clinton,DEEP CREEK GOOSE LAKE,0.0,0.0,0.0,6.0,6.0,0.2214,0.0,0.0,0.0,3.0,6.0,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,Clinton,CLINTON 3-2,0.0,0.0,0.0,48.0,52.0,0.8857,1.0,0.0,0.0,32.0,39.0,0.6643,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,30.0,33.0,0.6643,0.0,0.0,0.0,23.0,25.0,0.4429,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,Clinton,CLINTON 2-2,0.0,0.0,0.0,40.0,47.0,0.6643,0.0,0.0,0.0,36.0,48.0,0.8857,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,38.0,41.0,0.6643,9.0,0.0,0.0,21.0,32.0,0.4429,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
332,Clinton,LOW MOOR,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,Clinton,CLINTON 1-2,0.0,0.0,0.0,14.0,18.0,0.4429,0.0,0.0,0.0,14.0,18.0,0.4429,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,0.6643,0.0,0.0,0.0,16.0,17.0,0.4429,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
334,Clinton,WELTON WASHINGTON WELTON,0.0,0.0,0.0,7.0,8.0,0.2214,0.0,0.0,0.0,6.0,13.0,0.2214,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.2214,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
335,Clinton,CAMANCHE 2,0.0,0.0,0.0,19.0,22.0,0.6643,0.0,0.0,0.0,12.0,18.0,0.4429,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.4429,3.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,Clinton,Total,0.0,0.0,0.0,364.0,406.0,7.75,7.0,4.0,0.0,384.0,468.0,8.8572,0.0,0.0,0.0,4.0,0.0,0.0,197.0,177.0,3.3214,0.0,0.0,0.0,376.0,415.0,7.7502,53.0,16.0,0.0,232.0,170.0,3.1001,91.0,18.0,0.2214,0.0,0.0,0.0,15.0,10.0,0.0
337,Crawford,Denison Ward 3-Goodrich Twp,0.0,0.0,0.0,27.0,29.0,0.6,0.0,0.0,0.0,10.0,12.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Crawford,Denison Ward 2-Denison Twp,0.0,0.0,0.0,10.0,10.0,0.3,0.0,0.0,0.0,13.0,13.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.45,0.0,0.0,0.0,8.0,8.0,0.15,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,Crawford,Denison Ward 1,0.0,0.0,0.0,17.0,22.0,0.3,0.0,0.0,0.0,10.0,13.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,32.0,33.0,0.3,0.0,0.0,0.0,3.0,0.0,0.0,16.0,16.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
340,Crawford,DCAB,0.0,0.0,0.0,14.0,14.0,0.15,0.0,0.0,0.0,8.0,8.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.15,0.0,0.0,0.0,5.0,5.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,Crawford,Charter Oak,0.0,0.0,0.0,6.0,10.0,0.15,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.15,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,Crawford,Northeast,0.0,0.0,0.0,6.0,10.0,0.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.15,0.0,0.0,0.0,4.0,6.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
343,Crawford,SRK,0.0,0.0,0.0,9.0,9.0,0.15,0.0,0.0,0.0,4.0,7.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.15,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,Crawford,Southeast,0.0,0.0,0.0,14.0,16.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.15,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,8.0,9.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,Crawford,Total,0.0,0.0,0.0,103.0,120.0,2.4,0.0,0.0,0.0,52.0,53.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,29.0,34.0,0.75,0.0,0.0,0.0,90.0,83.0,1.5,4.0,0.0,0.0,20.0,17.0,0.3,27.0,21.0,0.15,0.0,0.0,0.0,3.0,0.0,0.0
346,Dallas,WEST DES MOINES 321,0.0,0.0,0.0,35.0,0.0,0.0,1.0,0.0,0.0,56.0,66.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,46.0,71.0,0.8286,0.0,0.0,0.0,34.0,42.0,0.4143,0.0,0.0,0.0,56.0,64.0,0.4143,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,Dallas,ADEL 2,0.0,0.0,0.0,34.0,40.0,0.4143,0.0,0.0,0.0,66.0,70.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,31.0,32.0,0.4143,0.0,0.0,0.0,30.0,33.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,Dallas,CLIVE 6,0.0,0.0,0.0,47.0,53.0,0.4143,1.0,0.0,0.0,101.0,125.0,1.2429,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,41.0,47.0,0.4143,5.0,0.0,0.0,63.0,68.0,0.4143,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,Dallas,COLFAX / ADEL,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,Dallas,DESOTO,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,16.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,Dallas,PERRY 1,0.0,0.0,0.0,36.0,39.0,0.4143,0.0,0.0,0.0,27.0,29.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,37.0,41.0,0.4143,0.0,0.0,0.0,20.0,22.0,0.4143,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,Dallas,WEST DES MOINES 225,0.0,0.0,0.0,42.0,54.0,0.8286,0.0,0.0,0.0,64.0,75.0,0.8286,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,56.0,65.0,0.8286,1.0,0.0,0.0,52.0,63.0,0.8286,20.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
353,Dallas,PERRY 2,0.0,0.0,0.0,18.0,28.0,0.4143,0.0,0.0,0.0,29.0,36.0,0.8286,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,16.0,23.0,0.4143,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
354,Dallas,WEST DES MOINES 224,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,20.0,20.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,Dallas,SPRING VALLEY / DALLAS,0.0,0.0,0.0,17.0,17.0,0.4143,1.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,Dallas,ADEL 1,0.0,0.0,0.0,21.0,24.0,0.4143,0.0,0.0,0.0,20.0,32.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,0.4143,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
357,Dallas,WAUKEE 5,0.0,0.0,0.0,42.0,51.0,0.4143,0.0,0.0,0.0,95.0,117.0,0.8286,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,49.0,65.0,0.8286,26.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
358,Dallas,LINCOLN /WASHINGTON /LINN,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,7.0,7.0,0.4143,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,Dallas,WEST DES MOINES 221,0.0,0.0,0.0,84.0,101.0,0.8286,0.0,0.0,0.0,107.0,124.0,1.2429,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,76.0,80.0,0.8286,1.0,0.0,0.0,59.0,71.0,0.4143,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Dallas,PERRY 3,0.0,0.0,0.0,17.0,21.0,0.4143,0.0,0.0,0.0,30.0,33.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,0.4143,4.0,0.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
361,Dallas,WAUKEE 6,0.0,0.0,0.0,40.0,46.0,0.4143,0.0,0.0,0.0,65.0,79.0,0.8286,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,43.0,49.0,0.4143,7.0,0.0,0.0,34.0,39.0,0.4143,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
362,Dallas,CLIVE 5,0.0,0.0,0.0,40.0,52.0,0.4143,0.0,0.0,0.0,81.0,98.0,0.8286,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,60.0,79.0,0.8286,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,Dallas,WAUKEE 3,0.0,0.0,0.0,31.0,46.0,0.4143,0.0,0.0,0.0,79.0,102.0,1.2429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,49.0,0.4143,0.0,0.0,0.0,45.0,57.0,0.8286,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
364,Dallas,WAUKEE 2,0.0,0.0,0.0,56.0,73.0,0.8286,1.0,0.0,0.0,65.0,77.0,0.8286,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,52.0,57.0,0.4143,6.0,0.0,0.0,49.0,64.0,0.4143,31.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
365,Dallas,UNION,0.0,0.0,0.0,12.0,13.0,0.4143,0.0,0.0,0.0,19.0,24.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,0.4143,0.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,Dallas,WEST DES MOINES 226,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,33.0,40.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,0.4143,0.0,0.0,0.0,52.0,55.0,0.4143,0.0,0.0,0.0,28.0,31.0,0.4143,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,Dallas,WAUKEE 1,0.0,0.0,0.0,39.0,39.0,0.4143,0.0,0.0,0.0,59.0,59.0,0.8286,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.4143,0.0,0.0,0.0,48.0,48.0,0.4143,0.0,0.0,0.0,50.0,50.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,Dallas,WEST DES MOINES 222,0.0,0.0,0.0,41.0,43.0,0.4143,0.0,0.0,0.0,65.0,65.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.4143,0.0,0.0,0.0,55.0,55.0,0.4143,2.0,0.0,0.0,48.0,48.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,Dallas,WAUKEE 4,2.0,0.0,0.0,32.0,39.0,0.4143,0.0,0.0,0.0,64.0,80.0,0.8286,0.0,0.0,0.0,0.0,0.0,0.0,40.0,48.0,0.4143,0.0,0.0,0.0,28.0,0.0,0.0,6.0,0.0,0.0,33.0,57.0,0.4143,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Dallas,URBANDALE 15,0.0,0.0,0.0,25.0,0.0,0.0,2.0,0.0,0.0,58.0,73.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,31.0,49.0,0.4143,0.0,0.0,0.0,19.0,0.0,0.0,5.0,0.0,0.0,30.0,44.0,0.4143,7.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
371,Dallas,WALNUT / GRIMES / GRANT,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,26.0,31.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,22.0,31.0,0.4143,0.0,0.0,0.0,20.0,23.0,0.4143,2.0,0.0,0.0,20.0,23.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Dallas,URBANDALE 14,0.0,0.0,0.0,73.0,73.0,0.4143,0.0,0.0,0.0,79.0,79.0,0.8286,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,45.0,0.4143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
