candidate,county,precinct,Bennet,Bennet,Bennet,Biden,Biden,Biden,Bloomberg,Bloomberg,Bloomberg,Buttigieg,Buttigieg,Buttigieg,Delaney,Delaney,Delaney,Gabbard,Gabbard,Gabbard,Klobuchar,Klobuchar,Klobuchar,Patrick,Patrick,Patrick,Sanders,Sanders,Sanders,Steyer,Steyer,Steyer,Warren,Warren,Warren,Yang,Yang,Yang,Other,Other,Other,Uncommitted,Uncommitted,Uncommitted
subhead,,,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE,First Expression,Final Expression,SDE
731,Johnson,CORALVILLE 04,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,51.0,66.0,0.81,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,109.0,115.0,1.215,10.0,0.0,0.0,76.0,102.0,0.81,16.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
732,Johnson,IOWA CITY 19,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,224.0,236.0,1.62,0.0,0.0,0.0,101.0,120.0,1.215,52.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
733,Johnson,IOWA CITY 13,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,43.0,69.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,159.0,176.0,1.215,0.0,0.0,0.0,106.0,147.0,1.215,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
734,Johnson,NORTH LIBERTY 03 (PW),0.0,0.0,0.0,50.0,66.0,0.81,0.0,0.0,0.0,108.0,129.0,1.215,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,72.0,77.0,0.81,8.0,0.0,0.0,90.0,104.0,0.81,32.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
735,Johnson,JW/MN/SW,0.0,0.0,0.0,30.0,31.0,0.405,0.0,0.0,0.0,40.0,40.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,29.0,31.0,0.405,0.0,0.0,0.0,35.0,37.0,0.405,3.0,0.0,0.0,30.0,30.0,0.405,3.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
736,Johnson,IOWA CITY 22,2.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,76.0,88.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,71.0,89.0,0.405,0.0,0.0,0.0,160.0,168.0,1.215,1.0,0.0,0.0,150.0,166.0,1.215,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Johnson,CEDAR TOWNSHIP,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,0.405,0.0,0.0,0.0,20.0,28.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,Johnson,SOLON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,47.0,0.81,0.0,0.0,0.0,1.0,0.0,0.0,43.0,44.0,0.405,0.0,0.0,0.0,33.0,34.0,0.405,3.0,0.0,0.0,49.0,56.0,0.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,Johnson,OXFORD TOWNSHIP/OXFORD,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.405,0.0,0.0,0.0,30.0,30.0,0.405,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
740,Johnson,CORALVILLE 03,0.0,0.0,0.0,34.0,35.0,0.405,0.0,0.0,0.0,47.0,50.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,33.0,43.0,0.405,0.0,0.0,0.0,48.0,50.0,0.405,4.0,0.0,0.0,45.0,46.0,0.405,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
741,Johnson,UNIVERSITY HEIGHTS,2.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,50.0,60.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,46.0,61.0,0.405,0.0,0.0,0.0,74.0,79.0,0.405,1.0,0.0,0.0,94.0,96.0,0.405,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,Johnson,SCOTT TWP-WEST BRANCH,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,26.0,28.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.0,0.405,0.0,0.0,0.0,45.0,48.0,0.405,0.0,0.0,0.0,39.0,49.0,0.405,11.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0
743,Johnson,FREMONT-LINCOLN (INCLUDES,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,0.405,0.0,0.0,0.0,38.0,38.0,0.405,7.0,0.0,0.0,18.0,24.0,0.405,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
744,Johnson,HARDIN TOWNSHIP,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,30.0,0.405,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,Johnson,GRAHAM TOWNSHIP,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.405,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,Johnson,LIBERTY-PLEASANT VALLEY,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23.0,0.405,0.0,0.0,0.0,26.0,38.0,0.405,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,Johnson,JEFFERSON EAST/SHUEYVILLE,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,51.0,61.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,37.0,51.0,0.405,0.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,45.0,58.0,0.81,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,Johnson,BIG GROVE TOWNSHIP,1.0,0.0,0.0,26.0,29.0,0.81,2.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,39.0,0.81,0.0,0.0,0.0,23.0,0.0,0.0,4.0,0.0,0.0,39.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,Johnson,IOWA CITY 04,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,115.0,131.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,118.0,158.0,0.81,0.0,0.0,0.0,165.0,180.0,1.215,0.0,0.0,0.0,214.0,231.0,1.215,38.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
750,Johnson,CORALVILLE 07,0.0,0.0,0.0,56.0,33.0,0.0,0.0,0.0,0.0,78.0,95.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,64.0,74.0,0.81,0.0,0.0,0.0,80.0,85.0,0.81,0.0,0.0,0.0,116.0,123.0,1.215,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,Johnson,IOWA CITY 08,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,105.0,121.0,1.215,0.0,0.0,0.0,0.0,0.0,0.0,93.0,114.0,0.81,0.0,0.0,0.0,78.0,91.0,0.81,1.0,0.0,0.0,147.0,171.0,1.215,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,Johnson,IOWA CITY 18,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,87.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.0,155.0,0.81,1.0,0.0,0.0,279.0,313.0,2.025,2.0,0.0,0.0,293.0,331.0,2.025,49.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
753,Johnson,NEWPORT TOWNSHIP,0.0,0.0,0.0,63.0,66.0,0.405,0.0,0.0,0.0,65.0,70.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,89.0,103.0,0.81,0.0,0.0,0.0,40.0,0.0,0.0,8.0,0.0,0.0,81.0,117.0,0.81,21.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
754,Johnson,CORALVILLE 02,0.0,0.0,0.0,64.0,70.0,0.0,1.0,0.0,0.0,80.0,87.0,0.81,0.0,0.0,0.0,3.0,0.0,0.0,88.0,94.0,0.81,0.0,0.0,0.0,93.0,104.0,0.81,5.0,0.0,0.0,103.0,111.0,0.81,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
755,Johnson,CORALVILLE 06,0.0,0.0,0.0,81.0,81.0,0.81,0.0,0.0,0.0,121.0,126.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,99.0,99.0,0.81,0.0,0.0,0.0,86.0,86.0,0.81,0.0,0.0,0.0,127.0,127.0,0.81,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
756,Johnson,Total,16.0,0.0,0.0,1748.0,604.0,5.67,5.0,0.0,0.0,3365.0,3718.0,33.615,0.0,0.0,0.0,35.0,0.0,0.0,2172.0,1954.0,16.605,3.0,0.0,0.0,5936.0,6216.0,50.22,176.0,7.0,0.0,5547.0,6361.0,50.625,1217.0,22.0,0.0,15.0,2.0,0.0,57.0,199.0,0.0
757,Jones,FV-FAIRVIEW,0.0,0.0,0.0,11.0,11.0,0.16,0.0,0.0,0.0,19.0,21.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,0.32,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,13.0,16.0,0.32,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
758,Jones,CGLW-CASTLE GRV/LOV/WAYN,0.0,0.0,0.0,20.0,23.0,0.48,0.0,0.0,0.0,12.0,18.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.32,0.0,0.0,0.0,13.0,14.0,0.16,4.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,Jones,ROHA-ROME/HALE,0.0,0.0,0.0,6.0,6.0,0.16,0.0,0.0,0.0,10.0,10.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,Jones,ANS-ANAMOSA SOUTH/JACKSON,0.0,0.0,0.0,25.0,29.0,0.48,0.0,0.0,0.0,31.0,41.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.48,5.0,0.0,0.0,15.0,18.0,0.32,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
761,Jones,ANN-ANAMOSA NORTH/CASS,0.0,0.0,0.0,12.0,14.0,0.32,0.0,0.0,0.0,15.0,24.0,0.48,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,0.32,1.0,0.0,0.0,20.0,21.0,0.32,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,Jones,MN1-MONTICELLO 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.16,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.16,0.0,0.0,0.0,8.0,8.0,0.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
763,Jones,MN4-MONTICELLO 4,0.0,0.0,0.0,12.0,12.0,0.16,0.0,0.0,0.0,8.0,10.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.16,0.0,0.0,0.0,7.0,7.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,Jones,OX-OXFORD,0.0,0.0,0.0,6.0,9.0,0.16,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,Jones,MN3-MONTICELLO 3,0.0,0.0,0.0,6.0,6.0,0.16,0.0,0.0,0.0,6.0,9.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.16,0.0,0.0,0.0,13.0,14.0,0.16,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,Jones,MN2-MONTICELLO 2,0.0,0.0,0.0,11.0,12.0,0.16,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.16,0.0,0.0,0.0,11.0,12.0,0.16,0.0,0.0,0.0,9.0,10.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,Jones,GF-GREENFIELD,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.16,0.0,0.0,0.0,5.0,5.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,Jones,SGMC-SC GRV/MADISON/CLAY,0.0,0.0,0.0,4.0,5.0,0.16,0.0,0.0,0.0,6.0,6.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.16,0.0,0.0,0.0,9.0,10.0,0.16,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,Jones,RLWS-RICHLAND WASHINGTON,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.32,0.0,0.0,0.0,3.0,0.0,0.0,4.0,8.0,0.16,0.0,0.0,0.0,7.0,11.0,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,Jones,Total,0.0,0.0,0.0,120.0,127.0,2.4,0.0,0.0,0.0,143.0,169.0,3.52,0.0,0.0,0.0,6.0,0.0,0.0,94.0,95.0,1.92,0.0,0.0,0.0,128.0,133.0,2.56,14.0,0.0,0.0,78.0,66.0,1.12,13.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
771,Keokuk,Sigourney/Plank/Van Buren,0.0,0.0,0.0,7.0,7.0,0.1143,0.0,0.0,0.0,5.0,5.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,Keokuk,English River/Liberty,0.0,0.0,0.0,7.0,7.0,0.1143,0.0,0.0,0.0,6.0,8.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
773,Keokuk,East/West Lancaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,Keokuk,Sigourney 2nd Ward,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,Keokuk,Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
776,Keokuk,Prairie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,Keokuk,Sigourney 1st Ward,0.0,0.0,0.0,5.0,7.0,0.1143,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
778,Keokuk,Richland,0.0,0.0,0.0,6.0,6.0,0.1143,0.0,0.0,0.0,6.0,6.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,Keokuk,Jackson,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,Keokuk,What Cheer/Washington,0.0,0.0,0.0,2.0,3.0,0.1143,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.1143,0.0,0.0,0.0,4.0,4.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
781,Keokuk,Warren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0
782,Keokuk,Benton/Steady Run,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.1143,0.0,0.0,0.0,5.0,5.0,0.1143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,Keokuk,Lafayette/Clear Creek,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.1143,0.0,0.0,0.0,10.0,10.0,0.2286,0.0,0.0,0.0,9.0,10.0,0.2286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,Keokuk,Sigourney 3rd Ward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.1143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,Keokuk,Sigourney 4th Ward,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,6.0,10.0,0.1143,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.1143,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,Keokuk,Total,0.0,0.0,0.0,47.0,31.0,0.5715,3.0,0.0,0.0,77.0,84.0,1.143,0.0,0.0,0.0,2.0,2.0,0.1143,40.0,39.0,0.4572,0.0,0.0,0.0,61.0,52.0,0.9144,2.0,2.0,0.0,28.0,35.0,0.6858,10.0,7.0,0.1143,0.0,0.0,0.0,1.0,5.0,0.0
787,Kossuth,BT- FT- UN,0.0,0.0,0.0,9.0,10.0,0.1778,0.0,0.0,0.0,10.0,10.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.1778,0.0,0.0,0.0,10.0,10.0,0.1778,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,Kossuth,AL3,0.0,0.0,0.0,12.0,12.0,0.1778,0.0,0.0,0.0,14.0,14.0,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.1778,0.0,0.0,0.0,10.0,10.0,0.1778,0.0,0.0,0.0,8.0,8.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,Kossuth,AL1,0.0,0.0,0.0,13.0,13.0,0.1778,0.0,0.0,0.0,10.0,10.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.1778,0.0,0.0,0.0,10.0,10.0,0.1778,0.0,0.0,0.0,8.0,8.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,Kossuth,AL4,0.0,0.0,0.0,9.0,13.0,0.1778,1.0,0.0,0.0,18.0,21.0,0.3556,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.1778,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
791,Kossuth,UN,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,Kossuth,IV- PC,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,Kossuth,LC,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
794,Kossuth,BF- PT,0.0,0.0,0.0,6.0,8.0,0.1778,0.0,0.0,0.0,13.0,15.0,0.2667,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,Kossuth,HB- LY- LN- SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,2.0,2.0,0.0889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,Kossuth,CR 2,0.0,0.0,0.0,6.0,6.0,0.0889,0.0,0.0,0.0,5.0,5.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,Kossuth,PC,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,Kossuth,PR- WL,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0889,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,Kossuth,CR- IV- RV,1.0,0.0,0.0,16.0,16.0,0.2667,0.0,0.0,0.0,13.0,16.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0889,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,Kossuth,GM- RM,0.0,0.0,0.0,8.0,8.0,0.1778,0.0,0.0,0.0,5.0,6.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0889,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,Kossuth,LV- SM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0889,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,Kossuth,GF- WM,0.0,0.0,0.0,4.0,4.0,0.0889,0.0,0.0,0.0,4.0,8.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0889,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
